BlockId,EventSequence,Label,SequenceLength
blk_7993187890644835536,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'a333d363', '4dec0816', 'a333d363']",Anomaly,16
blk_7927943278816353693,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Normal,14
blk_-7898425560636377240,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '4dec0816']",Normal,14
blk_1653012051468916819,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8944646658103598424,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Normal,15
blk_-2337301162143240778,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-6883634798105057428,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_2597659943452218395,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38', 'a333d363', 'a333d363', '4dec0816']",Normal,19
blk_8316604396152647415,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_-3786622355776043781,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '728076ac', '5d5de21c', '5d5de21c', '5d5de21c', '40651754', 'bbb51b95', '9c784e29', '44614d71', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_-9163788178779271488,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef', '2e68ccc3']",Anomaly,20
blk_-5752794333821237296,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_5901361445021359763,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '46003790', '5d5de21c']",Normal,13
blk_-3801954706993121284,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_2807705456346362092,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-385937896569494609,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_5076172326351092009,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4682002147917594734,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-7013689736038876670,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Normal,17
blk_3969144456150911517,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Normal,17
blk_-9014971156674296693,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_196024505093185179,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', 'd38aa58d', '46003790', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_7718528022281013257,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_8085678596604697115,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d']",Anomaly,13
blk_-6863745017438333917,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_5949765726105313415,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Anomaly,15
blk_1457520268494780861,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-3744288507853146500,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'a333d363', 'a333d363', '4dec0816', '32777b38']",Normal,17
blk_-8104409080071826282,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef']",Normal,19
blk_5445214843890846353,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-8697866052678637715,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_3679778751499479168,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', '0567184d', '0567184d', 'd38aa58d', '46003790', '0567184d', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,17
blk_-6255431661951329660,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790']",Normal,13
blk_-5170072115129389871,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38', 'a333d363']",Normal,17
blk_8895848565963921586,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-692819710619622337,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8631145699536683822,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '46003790', '5d5de21c', 'd38aa58d', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef', '2e68ccc3']",Anomaly,20
blk_6823703278088127590,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_7275708172548923899,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-8709259076252864732,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_7515658199847435976,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'a333d363', 'a333d363', '4dec0816']",Normal,16
blk_-1490961074140117078,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_6391256989458918684,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-9032182111118378964,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '32777b38', '32777b38', '32777b38', 'a333d363']",Normal,17
blk_4309358176426646874,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-6898618460651090393,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_8433617337354661445,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_8870429688197765256,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_407032352860161541,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8340692875528334536,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8851271882485612779,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'a333d363']",Normal,14
blk_-3699949418329593135,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4376370109588014368,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_1528078116812077719,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'ace40671', 'd38aa58d', 'e817fa45', '69bca6e5', 'd013b7a3']",Anomaly,8
blk_4415953607545029022,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_6738710176387823547,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8114579398783401234,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Normal,14
blk_8954458708846501822,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790']",Anomaly,13
blk_-2077526390997550094,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-7094750072589919866,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_1930742692900693206,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '4dec0816']",Normal,14
blk_-7064200109017409280,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_8453441471767478057,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Anomaly,14
blk_-1297733642260145528,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_7845198117535823083,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790']",Anomaly,13
blk_-8998751392544423601,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '0567184d', 'd38aa58d', '46003790', '0567184d', '0567184d', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '4dec0816']",Anomaly,19
blk_2110452663381380680,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_2089023342927863523,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-7495900932452184563,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-5178750440972854481,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_5458318244719760153,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Anomaly,14
blk_206960080574461719,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_6456374846508761411,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_7168788958725387259,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8747242015116058017,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '46003790', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_7751490447745743670,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363']",Anomaly,14
blk_-1296034980517693825,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Normal,14
blk_-7549253455413685625,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef']",Normal,19
blk_-5043100960308684771,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Normal,14
blk_5619172313354166422,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-5970500362334184114,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-6744501669016713784,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_6754707516336992424,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_5167296799288638509,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38']",Normal,16
blk_-5976475460207513959,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-5179866028324575124,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_8980379800817673937,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'a333d363']",Normal,14
blk_7059886816103812130,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '728076ac', '40651754', '5d5de21c', 'bbb51b95', '9c784e29', '44614d71', '5d5de21c', 'dba996ef', 'd63ef163', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef', '2e68ccc3']",Anomaly,28
blk_-9005554912237719141,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8130867351294800954,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_8674413826212569730,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'a333d363']",Anomaly,14
blk_480668720972165492,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8653484168575603901,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_-7433173906955038356,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '0567184d', '0567184d', 'd38aa58d', '46003790', '0567184d', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,17
blk_2903270600911141227,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-2458726717499219368,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Anomaly,13
blk_-86536490425027391,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_7934286514100875956,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-4229756834741154035,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_4208414850263370500,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_-8692612194543345708,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-4942297205982838702,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-5468106959766142786,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d']",Normal,13
blk_-6213530335216717172,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', '2e68ccc3', 'dba996ef']",Anomaly,20
blk_7816926915214177014,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816']",Anomaly,15
blk_-7868412154309897414,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '32777b38', 'a333d363', 'a333d363', '4dec0816']",Normal,17
blk_-4109536386405623117,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '32777b38', '4dec0816']",Anomaly,15
blk_1293353641783251224,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_5431446890694808835,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_917830561149726244,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790']",Anomaly,13
blk_-3191386560232265852,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-7410760947270004000,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_8518731163514453747,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-5934958579674044791,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Normal,17
blk_1824914187235572456,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-2377063165201816750,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-6869109743241938944,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816']",Normal,15
blk_-7347543624889354466,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_8738373566265906941,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_2847546489084525795,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816', 'a333d363']",Normal,16
