Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,5066015,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.789575238,1688671.667,2924262.381,5065319,102,5066015,2533007.5,3581229.267,5065319,696,0,0.0,0.0,0,0,0,0,0,0,104,40,0.592181429,0.19739381,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,47408,2,2,56,476,28,28,28.0,0.0,238,238,238.0,0.0,11221.7347283159,84.3739453257,15802.6666666667,27325.9979201736,47356,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,42.1869726628,42.1869726628,28,238,112.0,115.0217370761,13230.0,0,0,0,0,0,0,0,0,1,140.0,28.0,238.0,64,0,0,0,0,0,0,2,56,2,476,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5472641,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730908532,1824213.667,3159021.081,5471937,128,5472641,2736320.5,3868745.956,5471937,704,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548181399,0.182727133,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
55607,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115547788,23,21,1410,4161,1013,0,61.3043478261,213.4856679845,1448,0,198.1428571429,452.038857369,48.2138178188,0.3807948275,2687157.86046512,4395888.43623651,10031972,3,115547788,5252172.18181818,5013149.56335975,10091986,3,111177000,5558850.0,5127219.25221984,10092014,49,0,0,0,0,744,680,0.1990518417,0.1817429859,0,1448,123.8,347.4151040837,120697.254545455,0,0,0,1,0,0,0,0,0,126.6136363636,61.3043478261,198.1428571429,744,0,0,0,0,0,0,23,1410,21,4161,29200,5737,4,32,91342.2727272727,104050.764871856,405067,59774,10015662.3636364,18801.9759773952,10031972,9960011,BENIGN
52072,13,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,923076.923076923,153846.153846154,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,76923.0769230769,76923.0769230769,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,4969,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5062553,7,4,635,157,517,0,90.7142857143,190.7072051477,157,0,39.25,78.5,156.4428066235,2.1728167587,506255.3,1557964.96478601,4939904,3,5062553,843758.833333333,2037057.33925841,5001777,3,93082,31027.3333333333,30763.4158105587,62311,812,0,0,0,0,232,136,1.3827015737,0.790115185,0,517,66.0,150.2107610235,22563.2727272727,0,0,0,1,0,0,0,0,0,72.0,90.7142857143,39.25,232,0,0,0,0,0,0,7,635,4,157,29200,118,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98977577,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,117.77415,0.13134288,8248131.417,25000000.0,86900000,3,99000000,14100000.0,32400000.0,86900000,3,29267,7316.75,9853.967606,21264,49,0,0,0,0,172,112,0.080826388,0.050516492,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,6050.0,0.0,6050,6050,49500000.0,52900000.0,86900000,12000000,DDoS
80,5057577,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.790892556,1685859.0,2919385.504,5056875,94,5057577,2528788.5,3575254.215,5056875,702,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593169417,0.197723139,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,101687741,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,114.694258,0.127842352,8473978.417,25900000.0,90100000,1,101000000,14400000.0,33600000.0,90100000,1,576668,144167.0,287510.3721,575432,5,0,0,0,0,172,112,0.078672217,0.049170135,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,5.0,0.0,5,5,50600000.0,56000000.0,90100000,11000000,DDoS
137,2999857,3,0,150,0,50,50,50.0,0.0,0,0,0.0,0.0,50.0023834469,1.0000476689,1499928.5,232.6381310104,1500093,1499764,2999857,1499928.5,232.6381310104,1500093,1499764,0,0.0,0.0,0,0,0,0,0,0,104,0,1.0000476689,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.6666666667,50.0,0.0,104,0,0,0,0,0,0,3,150,0,0,-1,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5586921,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,6.443620735,1.073936789,1117384.2,2497432.957,5584928,1,5586921,1117384.2,2497432.957,5584928,1,0,0.0,0.0,0,0,0,0,0,0,120,0,1.073936789,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1993.0,0.0,1993,1993,5584928.0,0.0,5584928,5584928,DDoS
443,262998,6,8,498,673,338,0,83.0,139.0410011471,357,0,84.125,127.1797799517,4452.505342246,53.2323439722,20230.6153846154,29675.6125309949,89322,1,209177,41835.4,33919.2014764499,89427,4131,212483,30354.7142857143,40603.9507384617,103681,1,0,0,0,0,204,264,22.8138617024,30.4184822698,0,357,78.0666666667,124.3321971096,15458.4952380952,0,0,0,1,0,0,0,0,1,83.6428571429,83.0,84.125,204,0,0,0,0,0,0,6,498,8,673,65535,114,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,41020,1,1,45,77,45,45,45.0,0.0,77,77,77.0,0.0,2974.1589468552,48.7567040468,41020.0,0.0,41020,41020,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24.3783520234,24.3783520234,45,77,55.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,83.5,45.0,77.0,20,0,0,0,0,0,0,1,45,1,77,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,179,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1776536.31284916,22346.3687150838,59.6666666667,97.2848052541,172,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11173.1843575419,11173.1843575419,34,125,70.4,49.842752733,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,64,0,0,0,0,0,0,2,68,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5005956,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.799048174,1668652.0,2889453.075,5005105,95,5005956,2502978.0,3538541.938,5005105,851,0,0.0,0.0,0,0,0,0,0,0,104,40,0.59928613,0.199762043,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
1687,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5559271,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.1585564007,0.7195188002,1853090.33333333,3136518.99075222,5474501,77,5559271,2779635.5,3811115.33887135,5474501,84770,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5396391002,0.1798797001,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8612,40405619,78,0,1404,0,18,18,18.0,0.0,0,0,0.0,0.0,34.7476424009,1.9304245778,524748.298701299,4046726.68135452,35199262,1,40405619,524748.298701299,4046726.68135452,35199262,1,0,0.0,0.0,0,0,0,0,0,0,2028,0,1.9304245778,0.0,18,18,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,18.2307692308,18.0,0.0,2028,0,0,0,0,0,0,78,1404,0,0,-1,-1,77,20,10136.5,24.7487373415,10154,10119,20187593.0,21229705.8936558,35199262,5175924,BENIGN
80,16391,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,122.0181807089,16391.0,0.0,16391,16391,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,61.0090903545,61.0090903545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,245,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32771,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,60247843,15,12,811,3375,499,0,54.0666666667,135.1255853254,1502,0,281.25,566.0629783465,69.4796658529,0.4481488242,2317224.73076923,4268356.86478795,10029751,38,60247843,4303417.35714286,5120330.63696762,10080027,172,60197249,5472477.18181818,5210116.05895939,10080248,220,0,0,0,0,488,392,0.248971569,0.1991772552,0,1502,149.5,391.9365500426,153614.259259259,0,0,0,1,0,0,0,0,0,155.037037037,54.0666666667,281.25,488,0,0,0,0,0,0,15,811,12,3375,29200,123,3,32,83411.1666666667,80873.3099740988,248493,50272,9957857.66666667,142473.352859637,10029751,9672503,BENIGN
51145,1393,2,0,6,0,6,0,3.0,4.2426406871,0,0,0.0,0.0,4307.2505384063,1435.7501794688,1393.0,0.0,1393,1393,1393,1393.0,0.0,1393,1393,0,0.0,0.0,0,0,0,0,0,0,52,0,1435.7501794688,0.0,0,6,2.0,3.4641016151,12.0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,52,0,0,0,0,0,0,2,6,0,0,75,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30482,1,1,43,139,43,43,43.0,0.0,139,139,139.0,0.0,5970.7368282921,65.6124926186,30482.0,0.0,30482,30482,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,32.8062463093,32.8062463093,43,139,75.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,112.5,43.0,139.0,32,0,0,0,0,0,0,1,43,1,139,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,152977,17,12,817,11234,581,0,48.0588235294,141.8870460033,1413,0,936.1666666667,669.4743980893,78776.5481085392,189.5709812586,5463.4642857143,12915.28109696,37384,1,152977,9561.0625,16639.5627845956,37998,2,78758,7159.8181818182,14829.5329651219,37194,1,0,0,0,0,556,392,111.1278165999,78.4431646587,0,1413,401.7,614.9723935492,378191.044827586,0,0,0,1,0,0,0,0,0,415.5517241379,48.0588235294,936.1666666667,556,0,0,0,0,0,0,17,817,12,11234,65535,349,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5813749,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688024199,1937916.333,3355874.144,5812946,109,5813749,2906874.5,4109805.729,5812946,803,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516018149,0.17200605,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
443,148600,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,40.3768506057,13.4589502019,148600.0,0.0,148600,148600,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,6.7294751009,6.7294751009,0,6,2.0,3.4641016151,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,561305,24,27,982,38960,289,0,40.9166666667,74.6387920278,2920,0,1442.962962963,802.6628989462,71159.1737112621,90.8596930368,11226.1,26206.8947270502,114552,3,561305,24404.5652173913,38244.2352278877,118154,3,437778,16837.6153846154,36411.9957432458,127824,48,0,0,0,0,492,548,42.7575026055,48.1021904312,0,2920,768.1153846154,912.4094938483,832491.084464555,0,0,0,1,0,0,0,0,1,783.1764705882,40.9166666667,1442.962962963,492,0,0,0,0,0,0,24,982,27,38960,8192,16384,23,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
19801,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5290970,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.756005043,1763656.667,3053989.527,5290100,129,5290970,2645485.0,3740050.4,5290100,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.567003782,0.189001261,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
444,117923038,45,40,15754,240,1460,6,350.0888889,505.5940171,6,6,6.0,0.0,135.6308341,0.720809109,1403845.69,10300000.0,92800000,1,118000000,2680057.409,14200000.0,92800000,1,118000000,3023659.462,15100000.0,92800000,1,1,0,0,0,900,800,0.381604823,0.339204287,6,1460,186.3953488,402.603769,162089.7948,0,1,0,0,1,0,0,0,0,188.5882353,350.0888889,6.0,900,0,0,0,0,0,0,45,15754,40,240,255,1452,44,20,2982953.5,2987574.941,5095488,870419,55700000.0,52500000.0,92800000,18600000,Infiltration
80,5363855,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.592992353,0.932165392,1340963.75,2679178.49,5359731,3,5363855,1340963.75,2679178.49,5359731,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.932165392,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4124.0,0.0,4124,4124,5359731.0,0.0,5359731,5359731,DDoS
3369,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,155,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1341935.48387097,25806.4516129032,51.6666666667,83.4286121983,148,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,12903.2258064516,12903.2258064516,36,68,48.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,152,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,605263.157894737,26315.7894736842,50.6666666667,86.0251901093,150,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,13157.8947368421,13157.8947368421,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5778325,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.692242129,1926108.333,3335487.902,5777598,124,5778325,2889162.5,4084864.658,5777598,727,0,0.0,0.0,0,0,0,0,0,0,104,40,0.519181597,0.173060532,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,31301,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,6645.1551068656,127.7914443628,10433.6666666667,18066.4446234818,31295,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,63.8957221814,63.8957221814,44,60,50.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63866093,10,8,903,3250,504,0,90.3,164.9026985831,1486,0,406.25,662.2189430781,65.0266801196,0.2818396923,3756829.0,11284265.4708813,44971799,128,63866093,7096232.55555556,15107993.8625233,44971799,174,60853144,8693306.28571429,17055750.8543464,45036597,262,0,0,0,0,212,184,0.1565776068,0.1252620855,0,1486,218.5789473684,459.9860282648,211587.14619883,0,0,0,1,0,0,0,0,0,230.7222222222,90.3,406.25,212,0,0,0,0,0,0,10,903,8,3250,8192,114,9,20,117338.0,108173.195385918,193828,40848,30329789.0,20706929.1224025,44971799,15687779,BENIGN
53,30977,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,8393.3240791555,129.1280627562,10325.6666666667,17838.6954212838,30924,3,50,50.0,0.0,50,50,3,3.0,0.0,3,3,0,0,0,0,64,40,64.5640313781,64.5640313781,51,79,62.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,64,0,0,0,0,0,0,2,102,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,45212,3,2,18,0,6,6,6.0,0.0,0,0,0.0,0.0,398.1243917544,110.5901088207,11303.0,22485.4131086504,45031,3,181,90.5,123.7436867076,178,3,45066,45066.0,0.0,45066,45066,0,0,0,0,60,64,66.3540652924,44.2360435283,0,6,4.0,3.098386677,9.6,1,0,0,0,0,0,0,0,0,4.8,6.0,0.0,60,0,0,0,0,0,0,3,18,2,0,0,118,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,403347,10,6,720,1151,469,0,72.0,147.7084214856,1013,0,191.8333333333,406.057344062,4638.685796597,39.6680773627,26889.8,40177.9909193365,93190,3,403347,44816.3333333333,76098.9287046802,220963,3,310577,62115.4,40758.3096165678,93190,360,0,0,0,0,332,200,24.7925483517,14.875529011,0,1013,110.0588235294,260.7073240696,67968.3088235294,0,0,0,1,0,0,0,0,0,116.9375,72.0,191.8333333333,332,0,0,0,0,0,0,10,720,6,1151,65535,114,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51776,216,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,55555.5555555556,9259.2592592593,216.0,0.0,216,216,216,216.0,0.0,216,216,0,0.0,0.0,0,0,0,0,0,0,40,0,9259.2592592593,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
40174,45,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.4444444444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22222.2222222222,22222.2222222222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,361,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115992315,21,18,762,4366,377,0,36.2857142857,94.4849950294,1418,0,242.5555555556,487.2851831045,44.2098254527,0.3362291717,3052429.34210526,4580217.45667169,10011209,7,115992315,5799615.75,4948971.70344026,10047947,61,110615471,6506792.41176471,4940551.38569091,10048849,48,0,0,0,0,680,584,0.1810464771,0.1551826946,0,1418,128.2,345.0894495709,119086.728205128,0,0,0,1,0,0,0,0,0,131.4871794872,36.2857142857,242.5555555556,680,0,0,0,0,0,0,21,762,18,4366,29200,357,4,32,47180.3333333333,35163.2974442317,158834,36684,9618840.83333333,1347519.17130041,10011209,5340008,BENIGN
80,2284941,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.50355348,1.750592247,761647.0,1318475.185,2284091,313,2284941,761647.0,1318475.185,2284091,313,0,0.0,0.0,0,0,0,0,0,0,80,0,1.750592247,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5532987,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.1688104454,0.7229368151,1844329.0,3150639.74412055,5482257,53,5532987,2766493.5,3840669.57389782,5482257,50730,0,0.0,0.0,0,0,0,0,0,0,80,32,0.5422026114,0.1807342038,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,80,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,189,2,2,62,126,31,31,31.0,0.0,63,63,63.0,0.0,994708.994708995,21164.0211640212,63.0,103.9230484541,183,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10582.0105820106,10582.0105820106,31,63,43.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,54.75,31.0,63.0,64,0,0,0,0,0,0,2,62,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46255,1,1,44,82,44,44,44.0,0.0,82,82,82.0,0.0,2724.0298346125,43.2385688034,46255.0,0.0,46255,46255,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.6192844017,21.6192844017,44,82,56.6666666667,21.9393102292,481.3333333333,0,0,0,0,0,0,0,0,1,85.0,44.0,82.0,32,0,0,0,0,0,0,1,44,1,82,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10299412,18,21,381,33610,381,0,21.1666666667,89.8025612107,2896,0,1600.4761904762,1014.2102158353,3300.2854920262,3.7866239354,271037.157894737,1621265.63997228,10000988,8,10219506,601147.411764706,2422564.09388477,10001093,48,10274962,513748.1,2238901.4936141,10024351,50,0,0,0,0,584,680,1.7476725856,2.0389513498,0,2896,849.775,1081.605062941,1169869.51217949,0,0,0,1,0,0,0,0,1,871.5641025641,21.1666666667,1600.4761904762,584,0,0,0,0,0,0,18,381,21,33610,29200,59,1,32,218518.0,0.0,218518,218518,10000988.0,0.0,10000988,10000988,BENIGN
443,190775,14,17,880,7822,263,0,62.8571428571,88.1064540925,1529,0,460.1176470588,612.0708580664,45613.94312672,162.4950858341,6359.1666666667,13164.1544382734,37197,1,190617,14662.8461538462,17226.5857946671,37278,4,153578,9598.625,21046.3087717696,68721,1,0,0,0,0,292,352,73.3848774735,89.1102083606,0,1529,271.9375,488.0164551364,238160.060483871,0,0,0,1,0,0,0,0,1,280.7096774194,62.8571428571,460.1176470588,292,0,0,0,0,0,0,14,880,17,7822,8192,123,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,80,452,40,40,40.0,0.0,226,226,226.0,0.0,2343612.33480176,17621.1453744493,75.6666666667,125.8623586833,221,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,8810.5726872247,8810.5726872247,40,226,114.4,101.876395696,10378.8,0,0,0,0,0,0,0,0,1,143.0,40.0,226.0,40,0,0,0,0,0,0,2,80,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3914,12,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,500000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,50806,1,1,50,114,50,50,50.0,0.0,114,114,114.0,0.0,3227.9652009605,39.36542928,50806.0,0.0,50806,50806,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,19.68271464,19.68271464,50,114,71.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,107.0,50.0,114.0,20,0,0,0,0,0,0,1,50,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
