Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
443,423794,10,6,720,1151,469,0,72.0,147.7084214856,1013,0,191.8333333333,406.057344062,4414.8808147355,37.7541918951,28252.9333333333,41864.4925963803,106661,40,423794,47088.2222222222,79315.3367984052,232463,48,324422,64884.4,43841.91941852,106661,393,0,0,0,0,332,200,23.5963699344,14.1578219607,0,1013,110.0588235294,260.7073240696,67968.3088235294,0,0,0,1,0,0,0,0,0,116.9375,72.0,191.8333333333,332,0,0,0,0,0,0,10,720,6,1151,65535,65,5,32,0.0,0.0,0,0,0.0,0.0,0,0
53673,4,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5322655,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.2545139597,0.7515046532,1774218.33333333,3058786.06144012,5306188,179,5322655,2661327.5,3740397.58968489,5306188,16467,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5636284899,0.1878761633,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,231,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,2051948.05194805,17316.0173160173,77.0,128.1717597601,225,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8658.0086580087,8658.0086580087,30,207,100.8,96.9468926784,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5591523,9,6,367,3710,210,0,40.7777777778,75.805306176,1448,0,618.3333333333,674.5504181799,729.1394491268,2.6826322632,399394.5,1447658.66452005,5428845,7,5591523,698940.375,1911329.4893999,5428845,17,90228,18045.6,24378.4822189569,55727,48,0,0,0,0,296,200,1.6095793579,1.0730529053,0,1448,254.8125,489.2970765973,239411.629166667,0,0,0,1,0,0,0,0,0,271.8,40.7777777778,618.3333333333,296,0,0,0,0,0,0,9,367,6,3710,29200,118,3,32,162661.0,0.0,162661,162661,5428845.0,0.0,5428845,5428845
443,65141483,14,14,1051,4422,708,0,75.0714285714,192.4275944891,1576,0,315.8571428571,587.1158786348,84.0171231594,0.4298336284,2412647.51851852,4235332.77023131,10023125,4,60385137,4645010.53846154,5192958.6662049,10051892,223,65112674,5008667.23076923,5013997.73855215,10051835,4,0,0,0,0,456,456,0.2149168142,0.2149168142,0,1576,188.724137931,439.369182266,193045.278325123,0,0,0,1,0,0,0,0,1,195.4642857143,75.0714285714,315.8571428571,456,0,0,0,0,0,0,14,1051,14,4422,29200,141,3,32,54280.8333333333,62408.7831524271,181672,28710,10009908.6666667,24536.6684997509,10023125,9959932
51814,18,3,0,37,0,37,0,12.3333333333,21.36195996,0,0,0.0,0.0,2055555.55555556,166666.666666667,9.0,7.0710678119,14,4,18,9.0,7.0710678119,14,4,0,0.0,0.0,0,0,0,0,0,0,96,0,166666.666666667,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.3333333333,12.3333333333,0.0,96,0,0,0,0,0,0,3,37,0,0,65,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,118705804,17,17,1100,6739,424,0,64.7058823529,109.0623472525,1515,0,396.4117647059,611.0462399467,66.0372090989,0.2864223893,3597145.57575758,14146770.3518444,58664697,1,118705804,7419112.75,19935684.7851224,58664697,4,118457142,7403571.375,19982065.1697804,58910346,1,0,0,0,0,352,352,0.1432111946,0.1432111946,0,1515,223.9714285714,458.6180318737,210330.499159664,0,0,0,1,0,0,0,0,1,230.5588235294,64.7058823529,396.4117647059,352,0,0,0,0,0,0,17,1100,17,6739,8192,360,16,20,788483.5,767665.527247707,1331305,245662,58440007.0,317759.645329611,58664697,58215317
57709,102380,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,175.8155889822,48.8376636062,25595.0,51148.007820442,102317,1,102380,102380.0,0.0,102380,102380,2,1.0,0.0,1,1,0,0,0,0,64,60,19.5350654425,29.3025981637,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,123,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60599,1,1,58,186,58,58,58.0,0.0,186,186,186.0,0.0,4026.4690836483,33.0038449479,60599.0,0.0,60599,60599,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.501922474,16.501922474,58,186,100.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,151.0,58.0,186.0,32,0,0,0,0,0,0,1,58,1,186,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,276,2,2,74,558,37,37,37.0,0.0,279,279,279.0,0.0,2289855.07246377,14492.7536231884,92.0,154.1525218736,270,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,7246.3768115942,7246.3768115942,37,279,133.8,132.5488589163,17569.2,0,0,0,0,0,0,0,0,1,167.25,37.0,279.0,64,0,0,0,0,0,0,2,74,2,558,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,68665,17,12,1226,10846,917,0,72.1176470588,220.6087833567,1397,0,903.8333333333,654.9317567965,175810.092477973,422.3403480667,2452.3214285714,5012.8529915687,15619,2,68665,4291.5625,7063.5981290817,20923,3,41550,3777.2727272727,6839.8708626831,17462,2,0,0,0,0,364,252,247.5788247288,174.7615233379,0,1397,402.4,602.5979159239,363124.248275862,0,0,0,1,0,0,0,0,0,416.275862069,72.1176470588,903.8333333333,364,0,0,0,0,0,0,17,1226,12,10846,65535,32,16,20,0.0,0.0,0,0,0.0,0.0,0,0
443,10121452,8,10,1159,6687,788,0,144.875,272.0018054037,1460,0,668.7,688.1551908303,775.1852204605,1.7784009646,595379.529411765,2408571.70946453,9941817,3,179632,25661.7142857143,27189.6283885007,82511,206,10097629,1121958.77777778,3328904.67665946,9998940,3,0,0,0,0,172,212,0.7904004287,0.9880005359,0,1460,412.9473684211,585.9197398283,343301.941520468,0,0,0,1,0,0,0,0,1,435.8888888889,144.875,668.7,172,0,0,0,0,0,0,8,1159,10,6687,8192,249,7,20,179632.0,0.0,179632,179632,9941817.0,0.0,9941817,9941817
59153,14,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.142857143,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,71428.5714285714,71428.5714285714,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,166,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,49,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.959183673,61224.4897959184,24.5,2.1213203436,26,23,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,32,40816.3265306122,20408.1632653061,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,972,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,689144,15,10,974,7419,469,0,64.9333333333,134.2659762596,2836,0,741.9,1002.6968579231,12178.8769836203,36.2768884297,28714.3333333333,55398.1860420865,227689,1,689144,49224.5714285714,66854.8678288843,227689,1,503506,55945.1111111111,99797.563882397,282842,2,0,0,0,0,492,328,21.7661330578,14.5107553719,0,2836,322.8076923077,697.3971046244,486362.721538462,0,0,0,1,0,0,0,0,0,335.72,64.9333333333,741.9,492,0,0,0,0,0,0,15,974,10,7419,65535,357,6,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5990623,9,7,376,5133,189,0,41.7777777778,68.0345092173,1689,2,733.2857142857,762.1388137528,919.6038542235,2.6708407456,399374.866666667,1447845.93701302,5628607,3,5990623,748827.875,1973760.32796085,5628607,3,329618,54936.3333333333,90753.1269845104,235138,211,0,0,0,0,192,144,1.5023479194,1.1684928262,0,1689,324.0588235294,587.1853913574,344786.683823529,0,0,0,1,0,0,0,0,0,344.3125,41.7777777778,733.2857142857,192,0,0,0,0,0,0,9,376,7,5133,8192,30016,8,20,362013.0,0.0,362013,362013,5628607.0,0.0,5628607,5628607
49609,5,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,7400000.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,1,0,0,0,40,0,400000.0,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,1129,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,15210,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,788.9546351085,131.4924391847,15210.0,0.0,15210,15210,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,65.7462195924,65.7462195924,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0
61483,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,1016,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,33678650,3,3,150,277,54,45,50.0,4.582575695,146,61,92.3333333333,46.6940395911,12.6786554687,0.1781544094,6735730.0,9538572.73876619,20542064,23847,33654803,16827401.5,5338325.97909162,20602168,13052635,33618458,16809229.0,5312750.63392288,20565911,13052547,0,0,0,0,128,96,0.0890772047,0.0890772047,45,146,68.7142857143,34.9843502427,1223.9047619048,0,0,0,0,0,0,0,0,1,80.1666666667,50.0,92.3333333333,128,0,0,0,0,0,0,3,150,3,277,-1,-1,2,40,60148.0,62.2253967444,60192,60104,16767253.5,5338388.20448836,20542064,12992443
443,213346,27,41,1694,69069,1221,0,62.7407407407,237.9529029989,2896,0,1684.6097560976,859.5843727654,331681.868889035,318.7310753424,3184.2686567164,8960.5344107776,34186,0,213346,8205.6153846154,13171.9978562917,34568,1,161745,4043.625,12613.694140949,63107,2,0,0,0,0,876,1320,126.5549857977,192.1760895447,0,2896,1025.5507246377,1049.6296340675,1101722.3687127,0,0,0,1,0,0,0,0,1,1040.6323529412,62.7407407407,1684.6097560976,876,0,0,0,0,0,0,27,1694,41,69069,65535,1029,6,32,0.0,0.0,0,0,0.0,0.0,0,0
443,117595526,22,18,1852,4186,1253,0,84.1818181818,273.9041605699,1538,0,232.5555555556,529.1458402571,51.345490814,0.3401489951,3015269.8974359,4588961.42480575,10210614,16,117595526,5599786.95238095,5012621.21641705,10240015,16,114086024,6710942.58823529,4897616.04316639,10240226,217,0,0,0,0,712,584,0.1870819473,0.1530670478,0,1538,147.2682926829,405.4500600808,164389.751219512,0,0,0,1,0,0,0,0,0,150.95,84.1818181818,232.5555555556,712,0,0,0,0,0,0,22,1852,18,4186,29200,6179,4,32,188092.272727273,525908.15577724,1773765,29388,10183365.5454545,64826.6549042346,10210614,10008223
80,60830528,10,9,325,221,277,0,32.5,85.929234451,209,0,24.5555555556,69.2154446477,8.9757563834,0.3123431709,3379473.77777778,4816491.10033492,10000135,23,60769007,6752111.88888889,4999706.14547319,10103561,112,60726726,7590840.75,4652959.84266107,10147888,1055,0,0,0,0,212,252,0.1643911426,0.1479520283,0,277,27.3,74.6444907545,5571.8,0,0,0,1,0,0,0,0,0,28.7368421053,32.5,24.5555555556,212,0,0,0,0,0,0,10,325,9,221,8192,110,9,20,129252.166666667,63378.5621213251,258623,103262,9998915.66666667,2158.2525956584,10000135,9994588
53,20780336,2,2,88,154,46,42,44.0,2.8284271247,92,62,77.0,21.2132034356,11.6456249793,0.1924896691,6926778.66666667,10965583.5657596,19570961,23729,20756607,20756607.0,0.0,20756607,20756607,19594690,19594690.0,0.0,19594690,19594690,0,0,0,0,76,64,0.0962448345,0.0962448345,42,92,56.8,21.335416565,455.2,0,0,0,0,0,0,0,0,1,71.0,44.0,77.0,76,0,0,0,0,0,0,2,88,2,154,-1,-1,1,32,1185646.0,0.0,1185646,1185646,19570961.0,0.0,19570961,19570961
53,48031,1,1,44,76,44,44,44.0,0.0,76,76,76.0,0.0,2498.3864587454,41.6397743124,48031.0,0.0,48031,48031,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.8198871562,20.8198871562,44,76,54.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,82.0,44.0,76.0,20,0,0,0,0,0,0,1,44,1,76,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
50260,34,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.5294117647,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,29411.7647058824,29411.7647058824,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,49679,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,2496.0244771433,40.2584593088,49679.0,0.0,49679,49679,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.1292296544,20.1292296544,54,70,59.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,32,0,0,0,0,0,0,1,54,1,70,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
52130,66,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,181818.181818182,30303.0303030303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15151.5151515152,15151.5151515152,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30410,1,1,57,142,57,57,57.0,0.0,142,142,142.0,0.0,6543.9000328839,65.7678395265,30410.0,0.0,30410,30410,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.8839197632,32.8839197632,57,142,85.3333333333,49.0747728811,2408.3333333333,0,0,0,0,0,0,0,0,1,128.0,57.0,142.0,32,0,0,0,0,0,0,1,57,1,142,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
64724,40,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25000.0,25000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,117819043,4,4,178,308,46,43,44.5,1.7320508076,95,59,77.0,20.7846096908,4.1249698489,0.0679007383,16831291.8571429,44504409.1675224,117757792,3,117818911,39272970.3333333,68022774.7853261,117818905,3,117757930,39252643.3333333,67987566.5225353,117757923,3,0,0,0,0,128,128,0.0339503691,0.0339503691,43,95,59.1111111111,21.2452609095,451.3611111111,0,0,0,0,0,0,0,0,1,66.5,44.5,77.0,128,0,0,0,0,0,0,4,178,4,308,-1,-1,3,32,61116.0,0.0,61116,61116,117757792.0,0.0,117757792,117757792
60418,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
63518,93,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21505.376344086,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10752.688172043,10752.688172043,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,70,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
62839,3,2,0,43,0,37,6,21.5,21.9203102168,0,0,0.0,0.0,14333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,37,26.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,40.0,21.5,0.0,40,0,0,0,0,0,0,2,43,0,0,293,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5047145,7,4,635,157,517,0,90.7142857143,190.7072051477,157,0,39.25,78.5,156.9203975713,2.1794499663,504714.5,1560371.29034223,4945317,4,5047145,841190.833333333,2037645.20412543,5000453,4,79667,26555.6666666667,27127.6421631762,55435,1609,0,0,0,0,232,136,1.3869227058,0.7925272605,0,517,66.0,150.2107610235,22563.2727272727,0,0,0,1,0,0,0,0,0,72.0,90.7142857143,39.25,232,0,0,0,0,0,0,7,635,4,157,29200,118,3,32,0.0,0.0,0,0,0.0,0.0,0,0
53,51290,4,2,180,228,45,45,45.0,0.0,114,114,114.0,0.0,7954.7670111133,116.9818678105,10258.0,14576.6822528311,31175,3,31182,10394.0,17996.8739229901,31175,3,4,4.0,0.0,4,4,0,0,0,0,128,88,77.9879118737,38.9939559368,45,114,64.7142857143,33.6685525167,1133.5714285714,0,0,0,0,0,0,0,0,0,75.5,45.0,114.0,128,0,0,0,0,0,0,4,180,2,228,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0
53,215,2,2,80,358,40,40,40.0,0.0,179,179,179.0,0.0,2037209.30232558,18604.6511627907,71.6666666667,120.6703498517,211,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,9302.3255813954,9302.3255813954,40,179,95.6,76.1334354932,5796.3,0,0,0,0,0,0,0,0,1,119.5,40.0,179.0,64,0,0,0,0,0,0,2,80,2,358,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,189,2,2,78,330,39,39,39.0,0.0,165,165,165.0,0.0,2158730.15873016,21164.0211640212,63.0,102.1909976466,181,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,10582.0105820106,10582.0105820106,39,165,89.4,69.0130422457,4762.8,0,0,0,0,0,0,0,0,1,111.75,39.0,165.0,40,0,0,0,0,0,0,2,78,2,330,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,35489,2,2,102,240,51,51,51.0,0.0,120,120,120.0,0.0,9636.7888641551,112.7109808673,11829.6666666667,20486.9856331607,35486,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,64,56.3554904337,56.3554904337,51,120,78.6,37.7928564679,1428.3,0,0,0,0,0,0,0,0,1,98.25,51.0,120.0,64,0,0,0,0,0,0,2,102,2,240,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,196,2,2,86,300,43,43,43.0,0.0,150,150,150.0,0.0,1969387.75510204,20408.1632653061,65.3333333333,107.9645003385,190,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10204.0816326531,10204.0816326531,43,150,85.8,58.6063136531,3434.7,0,0,0,0,0,0,0,0,1,107.25,43.0,150.0,64,0,0,0,0,0,0,2,86,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5988888,9,5,385,3298,198,0,42.7777777778,70.4907401326,1590,0,659.6,797.3297937491,614.9722619625,2.3376626846,460683.692307692,1560242.66741429,5651718,4,5988888,748611.0,1981928.1551526,5651718,4,199631,49907.75,57118.883470501,100652,211,0,0,0,0,200,112,1.5027831544,0.8348795302,0,1590,245.5333333333,525.7798108751,276444.409523809,0,0,0,1,0,0,0,0,0,263.0714285714,42.7777777778,659.6,200,0,0,0,0,0,0,9,385,5,3298,29200,123,8,20,337166.0,0.0,337166,337166,5651718.0,0.0,5651718,5651718
53,245097,1,1,53,145,53,53,53.0,0.0,145,145,145.0,0.0,807.8434252561,8.1600345985,245097.0,0.0,245097,245097,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.0800172993,4.0800172993,53,145,83.6666666667,53.1162247654,2821.3333333333,0,0,0,0,0,0,0,0,1,125.5,53.0,145.0,32,0,0,0,0,0,0,1,53,1,145,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
33205,2,2,0,54,0,27,27,27.0,0.0,0,0,0.0,0.0,27000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1000000.0,0.0,27,27,27.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40.5,27.0,0.0,40,0,0,0,0,0,0,2,54,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,90260863,12,10,912,282,525,0,76.0,151.6209388274,152,0,28.2,46.6899941696,13.2283246616,0.2437379753,4298136.33333333,13531648.1627117,45001199,1,90224405,8202218.63636364,18209701.2535463,45035697,1,90224585,10024953.8888889,19849797.2986398,45037494,3,0,0,0,0,252,236,0.1329479865,0.1107899888,0,525,51.9130434783,114.3713700044,13080.8102766798,0,0,0,1,0,0,0,0,0,54.2727272727,76.0,28.2,252,0,0,0,0,0,0,12,912,10,282,8192,351,11,20,111902.0,106924.444810343,187509,36295,45000300.5,1270.6708857922,45001199,44999402
53,60792,1,1,48,113,48,48,48.0,0.0,113,113,113.0,0.0,2648.3747861561,32.8990656665,60792.0,0.0,60792,60792,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.4495328333,16.4495328333,48,113,69.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,0,1,104.5,48.0,113.0,20,0,0,0,0,0,0,1,48,1,113,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
49542,181,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,66298.3425414365,11049.7237569061,181.0,0.0,181,181,181,181.0,0.0,181,181,0,0.0,0.0,0,0,0,0,0,0,40,0,11049.7237569061,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,31005,1,1,53,113,53,53,53.0,0.0,113,113,113.0,0.0,5353.9751652959,64.5057248831,31005.0,0.0,31005,31005,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.2528624415,32.2528624415,53,113,73.0,34.6410161514,1200.0,0,0,0,0,0,0,0,0,1,109.5,53.0,113.0,32,0,0,0,0,0,0,1,53,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,340522,6,7,482,644,322,0,80.3333333333,133.203103067,485,0,92.0,179.6839818496,3306.6879672973,38.1766816828,28376.8333333333,35990.6821649294,92517,3,287614,57522.8,34871.2161416834,92517,5812,289695,48282.5,69407.8810215382,179683,3,0,0,0,0,204,232,17.6200069305,20.5566747523,0,485,80.4285714286,149.3162437893,22295.3406593407,0,0,0,1,0,0,0,0,1,86.6153846154,80.3333333333,92.0,204,0,0,0,0,0,0,6,482,7,644,65535,114,3,32,0.0,0.0,0,0,0.0,0.0,0,0
52387,36273,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,82.7061450666,18136.5,25592.3157314847,36233,40,36273,36273.0,0.0,36273,36273,0,0.0,0.0,0,0,0,0,0,0,76,32,55.1374300444,27.5687150222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,404,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,151,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1165562.91390728,26490.0662251656,50.3333333333,48.0138868801,99,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,13245.0331125828,13245.0331125828,36,52,42.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,253,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,1328063.24110672,15810.2766798419,84.3333333333,140.0083330853,246,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,7905.138339921,7905.138339921,37,131,74.6,51.4859204055,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,40,0,0,0,0,0,0,2,74,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,396,2,2,74,190,37,37,37.0,0.0,95,95,95.0,0.0,666666.666666667,10101.0101010101,132.0,187.6725872364,347,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,5050.5050505051,5050.5050505051,37,95,60.2,31.7679083353,1009.2,0,0,0,0,0,0,0,0,1,75.25,37.0,95.0,40,0,0,0,0,0,0,2,74,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
